time,cpu,mem,ram,disk,disk_io,network,gpu load,gpu memutil
2021-02-22 21:19:30.803510,5.5,3238.4140625,11480.4453125,10944.13671875,"{'rc': 0, 'wc': 93, 'rb': 0, 'wb': 614400}","{'sent': -211147327.60898972, 'recv': -28927272553.130337}",100.0,18.24069519593376
2021-02-22 21:19:32.896602,5.5,3239.16796875,11480.70703125,10944.13671875,"{'rc': 0, 'wc': 93, 'rb': 0, 'wb': 614400}","{'sent': -211147327.60692024, 'recv': -28927272553.095856}",99.0,18.24069519593376
2021-02-22 21:19:34.985846,5.5,3239.40234375,11481.4140625,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.60505676, 'recv': -28927272553.061028}",100.0,18.24069519593376
2021-02-22 21:19:37.074439,5.6,3240.3515625,11482.16015625,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.60259247, 'recv': -28927272553.02792}",97.0,18.24069519593376
2021-02-22 21:19:39.162674,5.5,3240.3671875,11482.671875,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.60066414, 'recv': -28927272552.995857}",100.0,18.24069519593376
2021-02-22 21:19:41.255249,5.6,3241.91015625,11483.29296875,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.5982828, 'recv': -28927272552.960114}",99.0,18.24069519593376
2021-02-22 21:19:43.343916,5.5,3244.6796875,11486.03515625,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.59600735, 'recv': -28927272552.924137}",100.0,18.24069519593376
2021-02-22 21:19:45.436801,5.5,3245.3359375,11487.02734375,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.59217358, 'recv': -28927272552.88885}",100.0,18.24069519593376
2021-02-22 21:19:47.523427,5.8,3244.54296875,11486.78515625,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.5886345, 'recv': -28927272552.853622}",99.0,18.24069519593376
2021-02-22 21:19:49.614938,5.4,3245.2265625,11487.06640625,10944.13671875,"{'rc': 0, 'wc': 98, 'rb': 0, 'wb': 634880}","{'sent': -211147327.58624458, 'recv': -28927272552.82096}",99.0,18.24069519593376
2021-02-22 21:19:51.708549,3.9,3244.75,11487.26171875,10944.13671875,"{'rc': 0, 'wc': 138, 'rb': 0, 'wb': 823296}","{'sent': -211147327.58380127, 'recv': -28927272552.787506}",100.0,18.24069519593376
2021-02-22 21:19:53.796533,1.9,3244.3046875,11487.2890625,10944.13671875,"{'rc': 0, 'wc': 138, 'rb': 0, 'wb': 823296}","{'sent': -211147327.58167648, 'recv': -28927272552.751423}",97.0,56.345302508607965
2021-02-22 21:19:55.897766,1.4,2543.1875,10794.890625,10944.12109375,"{'rc': 0, 'wc': 143, 'rb': 0, 'wb': 843776}","{'sent': -211147327.58060646, 'recv': -28927272552.71484}",0.0,11.091982292179045
